-1.730358210180000000e+01,-4.000000000000000000e+02
-1.605808004820000079e+01,-3.900000000000000000e+02
-1.543532902140000118e+01,-3.800000000000000000e+02
-1.494602464319999946e+01,-3.700000000000000000e+02
-1.410086253539999923e+01,-3.600000000000000000e+02
-1.370052258960000025e+01,-3.500000000000000000e+02
-1.294432491420000098e+01,-3.400000000000000000e+02
-1.232157388739999959e+01,-3.300000000000000000e+02
-1.183226950920000142e+01,-3.200000000000000000e+02
-1.138744734720000018e+01,-3.100000000000000000e+02
-1.080917853660000105e+01,-3.000000000000000000e+02
-1.018642750979999967e+01,-2.900000000000000000e+02
-9.697123131600001500e+00,-2.800000000000000000e+02
-9.074372104800000116e+00,-2.700000000000000000e+02
-8.362656645599999550e+00,-2.600000000000000000e+02
-7.739905618799999942e+00,-2.500000000000000000e+02
-7.384047889199999659e+00,-2.400000000000000000e+02
-6.894743511000000602e+00,-2.300000000000000000e+02
-6.538885781399999431e+00,-2.200000000000000000e+02
-6.094063619400000853e+00,-2.100000000000000000e+02
-5.693723673600000090e+00,-2.000000000000000000e+02
-5.204419295399999257e+00,-1.900000000000000000e+02
-4.626150484800000129e+00,-1.800000000000000000e+02
-4.181328322799999775e+00,-1.700000000000000000e+02
-3.914435025600000007e+00,-1.600000000000000000e+02
-3.603059512200000203e+00,-1.500000000000000000e+02
-3.202719566399999884e+00,-1.400000000000000000e+02
-2.668932971999999904e+00,-1.300000000000000000e+02
-2.268593026200000029e+00,-1.200000000000000000e+02
-1.957217512800000003e+00,-1.100000000000000000e+02
-1.645841999399999978e+00,-1.000000000000000000e+02
-1.378948702199999987e+00,-9.000000000000000000e+01
-1.023090972600000148e+00,-8.000000000000000000e+01
-7.117154592000000113e-01,-7.000000000000000000e+01
-4.893043782000000008e-01,-6.000000000000000000e+01
-3.113755134000000258e-01,-5.000000000000000000e+01
-1.334466485999999952e-01,-4.000000000000000000e+01
-8.896443240000000141e-02,-3.000000000000000000e+01
0.000000000000000000e+00,2.000000000000000000e+01
0.000000000000000000e+00,-2.000000000000000000e+01
0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,1.000000000000000000e+01
8.896443240000000141e-02,3.000000000000000000e+01
3.558577296000000056e-01,4.000000000000000000e+01
6.227510268000000515e-01,5.000000000000000000e+01
1.023090972600000148e+00,6.000000000000000000e+01
1.423430918400000023e+00,7.000000000000000000e+01
1.912735296599999968e+00,8.000000000000000000e+01
2.491004107200000206e+00,9.000000000000000000e+01
3.024790701600000187e+00,1.000000000000000000e+02
3.603059512200000203e+00,1.100000000000000000e+02
4.225810538999999366e+00,1.200000000000000000e+02
4.715114917200000200e+00,1.300000000000000000e+02
5.337865943999999807e+00,1.400000000000000000e+02
6.005099187000000782e+00,1.500000000000000000e+02
6.716814646200000460e+00,1.600000000000000000e+02
7.206119024400000406e+00,1.700000000000000000e+02
7.873352267400000493e+00,1.800000000000000000e+02
8.629549942799998874e+00,1.900000000000000000e+02
9.430229834400000399e+00,2.000000000000000000e+02
1.036435637459999981e+01,2.100000000000000000e+02
1.107607183380000038e+01,2.200000000000000000e+02
1.160985842819999903e+01,2.300000000000000000e+02
1.227709167119999911e+01,2.400000000000000000e+02
1.276639604940000083e+01,2.500000000000000000e+02
1.356707594099999881e+01,2.600000000000000000e+02
1.459016691359999918e+01,2.700000000000000000e+02
1.543532902140000118e+01,2.800000000000000000e+02
1.619152669680000045e+01,2.900000000000000000e+02
1.690324215599999746e+01,3.000000000000000000e+02
1.783736869619999865e+01,3.100000000000000000e+02
1.917183518219999883e+01,3.200000000000000000e+02
2.001699728999999905e+01,3.300000000000000000e+02
2.055078388440000126e+01,3.400000000000000000e+02
2.135146377599999923e+01,3.500000000000000000e+02
2.215214366760000075e+01,3.600000000000000000e+02
2.273041247820000166e+01,3.700000000000000000e+02
2.366453901840000285e+01,3.800000000000000000e+02
2.433177226139999760e+01,3.900000000000000000e+02
2.464314777479999918e+01,4.000000000000000000e+02
