r,p,y
-45.7,-19.7,-144.9
-45.6,-19.8,-144.7
-45.5,-19.8,-144.6
-37.6,-28.6,-126.0
-32.2,-30.5,-123.4
-35.6,-23.4,-137.7
-45.5,-19.8,-144.8
-45.9,-19.7,-144.6
-45.9,-19.7,-144.4
-45.7,-19.7,-144.4
-42.6,-27.1,-130.0
-32.5,-31.1,-122.3
-34.1,-25.3,-134.9
-44.4,-20.0,-144.4
-45.6,-19.7,-144.1
-45.5,-19.6,-144.2
-45.4,-19.6,-144.0
-49.9,-23.3,-138.5
-35.3,-29.7,-123.3
-32.3,-29.5,-124.3
-35.9,-22.8,-137.9
-45.2,-19.4,-144.4
-45.9,-19.3,-144.2
-45.9,-19.3,-144.1
-45.8,-19.3,-144.1
-48.8,-21.7,-140.5
-34.9,-30.4,-122.5
-32.8,-28.4,-125.8
-37.7,-21.8,-139.0
-45.9,-19.3,-143.9
-45.8,-19.2,-143.9
-45.7,-19.2,-143.8
-45.6,-19.2,-143.8
-42.7,-26.6,-129.4
-33.1,-30.8,-121.5
-34.0,-26.8,-128.6
-44.2,-20.2,-142.9
-46.0,-19.3,-143.4
-46.0,-19.4,-143.4
-45.9,-19.4,-143.3
-46.0,-19.6,-143.0
-36.6,-28.5,-123.7
-32.3,-29.6,-122.5
-35.1,-23.4,-135.5
-45.1,-19.3,-143.4
-46.3,-18.9,-143.3
-46.3,-18.9,-143.2
-46.1,-18.9,-143.2
-50.2,-23.2,-136.4
-35.3,-29.8,-121.6
-33.1,-27.9,-124.6
-36.6,-21.9,-136.9
-45.8,-18.9,-143.1
-46.0,-18.8,-143.0
-46.0,-18.8,-142.9
-45.8,-18.8,-142.9
-45.8,-25.2,-130.6
-34.2,-30.3,-120.9
-34.5,-25.6,-129.4
-43.3,-19.4,-141.4
-45.7,-18.8,-142.4
-45.7,-18.7,-142.6
-45.6,-18.8,-142.4
-45.5,-18.8,-142.4
-37.5,-27.5,-124.7
-32.0,-29.2,-121.8
-35.1,-23.1,-134.5
-45.9,-18.4,-142.8
-46.1,-18.6,-142.2
-46.0,-18.6,-142.2
-45.9,-18.6,-142.1
-48.7,-23.8,-133.2
-33.6,-30.0,-120.2
-33.9,-26.0,-126.9
-42.4,-19.7,-139.5
-46.3,-18.5,-142.2
-46.3,-18.4,-142.2
-46.1,-18.4,-142.0
-46.1,-18.6,-141.9
-36.3,-28.1,-121.7
-32.7,-28.0,-122.7
-39.1,-20.6,-137.4
-45.8,-18.2,-142.4
-45.8,-18.5,-141.7
-45.8,-18.4,-141.9
-45.6,-18.5,-141.6
-44.8,-25.1,-129.1
-32.8,-30.0,-119.8
-34.0,-25.6,-127.4
-43.5,-19.2,-139.8
-46.1,-18.3,-141.6
-46.1,-18.1,-141.9
-46.0,-18.3,-141.4
-45.9,-18.3,-141.4
-39.6,-26.4,-125.0
-32.0,-28.9,-120.3
-34.8,-24.0,-131.0
-44.9,-18.9,-141.4
-46.3,-18.3,-141.2
-46.3,-18.1,-141.6
-46.1,-18.3,-141.1
-46.6,-18.9,-140.5
-36.2,-27.7,-121.1
-32.6,-27.6,-122.1
-35.6,-21.7,-134.4
-46.1,-18.1,-141.4
-46.3,-18.0,-141.2
-46.2,-18.0,-141.0
-46.0,-18.0,-141.0
-44.4,-24.7,-128.0
-31.9,-29.4,-119.3
-34.0,-24.2,-129.9
-44.6,-18.6,-140.8
-46.2,-17.9,-140.9
-46.1,-17.9,-140.9
-46.0,-17.9,-140.7
-46.7,-23.9,-129.5
-33.0,-29.5,-118.8
-33.6,-25.6,-125.2
-42.0,-19.3,-137.7
-46.2,-17.9,-140.4
-46.1,-17.9,-140.5
-46.0,-17.9,-140.4
-45.9,-17.9,-140.3
-40.2,-25.7,-124.8
-31.6,-28.8,-119.2
-34.1,-23.3,-131.1
-45.0,-17.7,-140.9
-45.7,-17.7,-140.3
-45.6,-17.7,-140.3
-45.6,-17.8,-140.2
-43.9,-24.6,-127.4
-32.1,-29.4,-118.5
-33.4,-24.5,-127.9
-42.9,-18.7,-138.1
-45.8,-17.5,-140.4
-45.7,-17.4,-140.3
-45.7,-17.4,-140.2
-47.6,-19.1,-137.7
-34.8,-28.0,-119.4
-31.7,-27.3,-120.9
-35.5,-20.8,-133.6
-45.3,-17.3,-140.3
-45.9,-17.2,-140.1
-45.8,-17.3,-140.0
-45.7,-17.3,-139.9
-49.6,-21.7,-133.1
-33.9,-28.5,-118.7
-32.2,-26.3,-122.1
-36.1,-20.2,-134.1
-45.5,-17.2,-140.0
-45.8,-17.1,-139.8
-45.7,-17.1,-139.7
-45.6,-17.1,-139.7
-44.5,-23.8,-127.2
-32.7,-29.0,-118.0
-33.0,-25.2,-123.8
-43.4,-18.0,-137.6
-45.9,-17.1,-139.2
-45.9,-17.0,-139.5
-45.8,-17.1,-139.2
-45.9,-17.4,-138.8
-35.6,-26.4,-120.0
-31.4,-27.6,-119.1
-34.7,-21.2,-131.9
-44.8,-17.3,-139.3
-45.8,-17.0,-139.2
-45.7,-17.0,-139.1
-45.6,-17.0,-139.0
-49.7,-21.1,-132.9
-33.8,-28.2,-118.1
-32.2,-25.9,-121.4
-36.2,-19.9,-133.2
-45.4,-16.9,-139.3
-45.8,-16.9,-138.9
-45.7,-16.9,-139.0
-45.6,-16.9,-138.7
-49.3,-21.5,-132.0
-34.4,-27.6,-118.1
-31.8,-26.4,-120.1
-36.4,-19.7,-133.0
-45.7,-16.7,-138.7
-45.7,-16.7,-138.5
-45.6,-16.8,-138.3
-45.5,-16.8,-138.3
-44.0,-23.6,-125.7
-31.7,-28.3,-116.8
-33.8,-23.3,-126.1
-43.8,-17.3,-137.6
-46.1,-16.6,-138.1
-46.1,-16.5,-138.4
-45.9,-16.6,-138.0
-45.9,-22.8,-126.7
-33.2,-28.1,-116.8
-33.4,-24.1,-122.9
-40.6,-18.1,-134.6
-46.1,-16.2,-138.6
-46.0,-16.4,-138.2
-45.9,-16.5,-138.0
-45.8,-16.5,-137.8
-39.4,-24.6,-122.3
-31.4,-28.0,-116.5
-33.7,-23.3,-125.1
-42.8,-17.5,-135.5
-46.2,-16.3,-137.7
-46.1,-16.3,-137.7
-46.0,-16.3,-137.6
-45.9,-16.3,-137.6
-38.4,-24.7,-121.5
-31.0,-27.2,-116.8
-34.3,-22.1,-127.3
-44.7,-16.8,-137.3
-46.2,-16.1,-137.4
-46.2,-16.1,-137.4
-46.1,-16.2,-137.3
-46.4,-16.6,-136.8
-35.5,-25.7,-117.8
-32.0,-25.8,-118.3
-36.5,-19.1,-131.4
-45.8,-16.1,-137.4
-46.2,-16.1,-137.2
-46.1,-16.1,-137.1
-46.0,-16.1,-137.0
-49.6,-20.6,-130.2
-33.8,-27.4,-116.1
-33.5,-23.4,-122.7
-41.2,-17.5,-133.9
-46.2,-15.8,-136.8
-46.2,-15.6,-137.2
-46.0,-15.8,-136.8
-45.9,-15.9,-136.8
-38.8,-24.0,-121.0
-31.0,-27.1,-115.7
-34.2,-20.9,-128.3
-45.3,-15.8,-137.3
-46.2,-15.7,-137.0
-46.0,-15.7,-136.8
-45.9,-15.8,-136.7
-48.3,-21.0,-128.0
-33.0,-27.3,-115.6
-32.8,-23.2,-121.8
-42.1,-16.6,-134.4
-46.0,-15.1,-137.7
-46.0,-15.0,-137.6
-45.8,-15.4,-137.0
-45.5,-15.7,-136.2
-36.8,-24.1,-119.7
-30.7,-26.4,-116.4
-34.3,-20.2,-128.6
-45.0,-15.5,-137.0
-46.0,-15.3,-136.7
-46.0,-15.1,-136.9
-45.8,-15.4,-136.3
-47.1,-16.6,-134.6
-34.2,-25.5,-116.5
-31.0,-25.5,-117.4
-35.0,-18.8,-130.1
-45.1,-15.3,-136.8
-45.9,-15.2,-136.5
-45.8,-15.2,-136.4
-45.7,-15.2,-136.4
-44.8,-21.6,-124.8
-31.2,-27.1,-115.1
-32.7,-22.3,-123.2
-41.6,-16.5,-133.6
-45.7,-15.2,-136.1
-45.7,-15.2,-136.1
-45.6,-15.2,-136.0
-45.5,-15.2,-135.9
-38.3,-23.4,-120.5
-30.4,-27.0,-114.8
-33.1,-21.5,-125.3
-43.8,-16.0,-135.4
-45.4,-15.3,-135.7
-45.4,-15.1,-135.9
-45.3,-15.3,-135.6
-47.0,-16.8,-133.3
-33.3,-25.8,-115.6
-30.9,-25.1,-116.8
-35.0,-18.5,-129.4
-45.0,-15.2,-135.7
-45.7,-15.0,-135.5
-45.6,-15.0,-135.4
-45.5,-15.0,-135.4
-47.4,-20.6,-126.3
-32.9,-26.5,-114.8
-31.6,-23.4,-119.3
-41.9,-16.0,-132.9
-45.3,-14.8,-135.2
-45.3,-14.7,-135.4
-45.2,-14.8,-135.1
-45.1,-14.9,-135.1
-35.9,-23.8,-118.1
-29.7,-25.9,-115.1
-33.6,-19.3,-127.5
-44.3,-15.0,-135.3
-45.6,-14.6,-135.2
-45.6,-14.5,-135.2
-45.5,-14.6,-135.0
-49.3,-18.4,-129.6
-33.8,-25.1,-115.0
-30.7,-24.0,-117.3
-36.5,-17.1,-129.9
-45.6,-14.3,-135.4
-45.6,-14.4,-134.9
-45.5,-14.4,-134.9
-45.4,-14.5,-134.7
-47.4,-20.0,-125.8
-31.0,-26.4,-113.7
-32.9,-21.4,-121.9
-41.8,-15.5,-132.3
-45.6,-14.3,-135.0
-45.5,-14.4,-134.6
-45.4,-14.5,-134.6
-45.2,-14.7,-134.1
-38.5,-22.9,-119.0
-29.8,-26.2,-113.6
-33.1,-20.1,-125.5
-43.8,-15.1,-134.2
-45.6,-14.3,-134.4
-45.5,-14.3,-134.4
-45.4,-14.4,-134.3
-47.4,-16.1,-131.8
-33.3,-25.2,-114.2
-31.8,-22.4,-119.2
-41.4,-15.8,-131.4
-45.7,-14.3,-134.2
-45.7,-14.2,-134.2
-45.6,-14.2,-134.1
-45.5,-14.2,-134.1
-41.2,-21.7,-120.5
-29.7,-26.1,-113.1
-33.2,-19.9,-124.7
-43.5,-14.9,-133.5
-45.3,-14.0,-133.9
-45.3,-14.1,-133.9
-45.2,-14.1,-133.8
-46.3,-15.3,-132.3
-33.1,-25.4,-113.5
-31.7,-22.4,-118.6
-40.1,-15.8,-130.5
-45.5,-14.0,-133.9
-45.5,-14.0,-133.6
-45.4,-14.1,-133.4
-45.3,-14.1,-133.4
-39.6,-21.9,-118.9
-30.1,-26.0,-112.6
-32.7,-20.7,-121.8
-43.3,-14.8,-132.8
-45.3,-14.1,-133.3
-45.2,-14.1,-133.3
-45.2,-14.1,-133.2
-45.1,-14.1,-133.2
-36.4,-22.8,-116.8
-29.5,-25.6,-112.8
-33.8,-18.9,-125.4
-44.1,-14.5,-133.3
-45.2,-14.2,-133.1
-45.1,-14.1,-133.2
-45.0,-14.2,-132.9
-47.8,-19.1,-125.4
-33.0,-24.9,-113.2
-30.4,-22.4,-116.4
-40.0,-14.8,-130.0
-45.1,-13.3,-133.0
-45.2,-13.2,-132.9
-45.0,-13.4,-132.6
-45.3,-13.8,-132.1
-33.7,-23.2,-113.9
-29.6,-23.5,-114.3
-34.8,-16.6,-126.8
-44.9,-13.2,-133.1
-45.1,-13.2,-132.7
-45.0,-13.3,-132.6
-44.9,-13.3,-132.5
-43.5,-20.1,-120.9
-31.0,-25.6,-111.8
-31.5,-21.1,-118.5
-42.3,-14.2,-131.1
-45.3,-13.4,-132.2
-45.2,-13.5,-132.2
-45.1,-13.5,-132.1
-45.1,-13.5,-132.1
-37.3,-22.0,-116.5
-29.0,-25.0,-111.8
-33.1,-18.9,-123.4
-43.8,-14.0,-131.9
-45.3,-13.4,-131.8
-45.3,-13.3,-131.9
-45.2,-13.4,-131.7
-47.6,-18.5,-123.7
-31.5,-25.4,-111.2
-31.6,-21.3,-117.0
-42.7,-14.0,-130.3
-45.2,-13.5,-131.6
-45.2,-13.4,-131.6
-45.1,-13.5,-131.4
-44.9,-13.6,-131.3
-34.7,-22.6,-113.7
-29.5,-23.4,-113.5
-35.8,-16.1,-126.5
-44.9,-13.1,-132.1
-45.1,-13.3,-131.4
-45.1,-13.1,-131.7
-44.9,-13.3,-131.3
-45.6,-19.4,-121.3
-29.6,-25.3,-110.6
-32.1,-20.1,-119.4
-43.7,-13.7,-131.4
-45.1,-13.3,-131.3
-45.0,-13.2,-131.2
-44.9,-13.3,-130.9
-48.3,-17.7,-124.6
-32.5,-24.2,-111.2
-30.6,-21.9,-115.2
-36.7,-15.7,-126.4
-44.6,-13.4,-130.9
-44.8,-13.3,-130.8
-44.7,-13.4,-130.8
-44.6,-13.4,-130.7
-43.5,-20.0,-119.3
-29.6,-25.6,-110.0
-31.2,-21.1,-116.7
-39.8,-14.9,-127.8
-44.9,-13.2,-130.6
-44.9,-13.1,-130.6
-44.9,-13.1,-130.5
-44.8,-13.2,-130.4
-34.7,-22.4,-113.4
-28.9,-24.2,-111.1
-33.1,-18.5,-121.9
-44.5,-13.1,-130.6
-45.2,-13.0,-130.4
-45.1,-13.0,-130.2
-45.0,-13.0,-130.2
-47.0,-18.5,-121.7
-32.0,-24.7,-110.1
-30.6,-21.7,-114.6
-38.9,-14.8,-126.8
-44.5,-13.0,-130.4
-44.6,-12.9,-130.2
-44.5,-13.0,-130.0
-44.5,-13.0,-130.0
-37.0,-21.5,-115.0
-28.7,-24.6,-109.9
-32.6,-18.5,-121.2
-43.8,-13.1,-130.2
-44.7,-13.0,-129.6
-44.8,-12.7,-129.9
-44.6,-13.0,-129.5
-48.3,-16.2,-125.0
-33.4,-23.3,-110.5
-29.5,-22.5,-112.4
-36.5,-15.2,-125.0
-44.7,-12.5,-130.2
-44.7,-12.6,-129.9
-44.6,-12.7,-129.7
-44.4,-13.0,-129.2
-44.2,-19.4,-118.6
-29.4,-24.9,-108.9
-31.5,-19.8,-116.6
-38.8,-14.5,-126.0
-41.0,-13.3,-129.0
-41.1,-13.2,-128.8
-41.2,-13.2,-128.6
-41.3,-13.2,-128.5
-31.4,-23.3,-112.5
-25.3,-25.9,-109.2
-29.4,-19.1,-120.1
-41.0,-13.1,-128.8
-41.9,-12.9,-128.3
-42.1,-12.7,-128.6
-42.0,-12.9,-128.1
-42.1,-19.5,-118.1
-28.3,-25.8,-108.5
-28.8,-20.7,-115.5
-39.5,-13.6,-126.6
-42.7,-12.6,-128.1
-42.8,-12.5,-128.2
-42.8,-12.5,-127.9
-42.8,-12.5,-127.9
-33.8,-21.8,-112.1
-26.4,-24.8,-108.3
-30.3,-18.5,-119.0
-42.2,-12.5,-128.3
-43.6,-12.0,-128.1
-43.5,-12.0,-128.0
-43.6,-12.0,-127.9
-47.0,-15.4,-123.4
-31.3,-23.1,-109.0
-28.3,-21.8,-111.5
-34.0,-15.0,-122.7
-43.6,-12.1,-127.7
-43.7,-11.9,-127.7
-43.7,-12.0,-127.6
-43.7,-12.0,-127.5
-31.4,-22.4,-109.3
-27.9,-22.7,-109.3
-33.2,-15.4,-121.6
-43.5,-12.0,-127.5
-44.0,-11.9,-127.4
-44.0,-11.9,-127.2
-44.0,-11.9,-127.2
-45.5,-17.6,-118.5
-30.6,-24.0,-107.4
-29.5,-20.6,-111.8
-35.9,-14.2,-122.8
-44.1,-11.8,-127.1
-44.1,-11.6,-127.3
-44.0,-11.7,-127.0
-43.9,-11.7,-127.0
-38.9,-19.7,-113.4
-27.2,-24.1,-106.9
-30.9,-18.7,-115.3
-42.8,-12.2,-127.1
-44.3,-11.6,-127.1
-44.3,-11.4,-127.1
-44.2,-11.7,-126.8
-45.8,-13.2,-124.6
-31.8,-21.8,-108.4
-28.2,-22.1,-108.7
-32.4,-15.8,-120.0
-44.1,-11.2,-127.4
-44.4,-11.5,-126.8
-44.4,-11.3,-127.0
-44.2,-11.5,-126.5
-46.0,-17.0,-118.2
-30.3,-23.5,-106.8
-29.0,-20.9,-110.0
-35.7,-13.9,-122.2
-44.5,-11.2,-127.5
-44.5,-11.4,-126.9
-44.5,-11.3,-127.0
-44.3,-11.5,-126.4
-42.7,-18.0,-114.9
-27.9,-23.8,-106.1
-30.3,-19.1,-113.0
-41.3,-12.4,-124.6
-44.3,-11.5,-126.3
-44.3,-11.4,-126.3
-44.2,-11.4,-126.2
-44.4,-11.7,-125.8
-31.5,-22.4,-106.9
-28.5,-21.3,-109.1
-33.5,-14.6,-120.4
-44.2,-11.2,-126.4
-44.4,-11.2,-126.1
-44.3,-11.2,-125.9
-44.2,-11.2,-125.9
-37.1,-19.5,-111.3
-27.1,-23.0,-106.1
-31.3,-17.0,-116.8
-42.8,-11.5,-125.9
-44.2,-11.1,-125.8
-44.2,-11.0,-125.8
-44.1,-11.0,-125.7
-47.4,-14.2,-121.3
-29.8,-23.4,-105.8
-29.0,-20.1,-110.0
-37.0,-13.1,-122.0
-44.3,-10.6,-126.4
-44.4,-10.7,-125.9
-44.3,-10.8,-125.7
-44.2,-10.8,-125.7
-40.1,-18.3,-113.2
-28.1,-23.3,-105.4
-31.1,-17.8,-114.5
-42.1,-11.6,-125.2
-44.1,-10.9,-125.7
-44.0,-10.9,-125.5
-43.9,-11.0,-125.3
-46.5,-13.5,-121.8
-31.3,-21.6,-106.8
-28.0,-21.3,-107.8
-33.6,-14.1,-119.7
-43.9,-10.7,-125.7
-43.8,-11.0,-125.0
-43.9,-10.7,-125.4
-43.7,-11.0,-124.8
-44.1,-17.2,-115.3
-28.3,-23.7,-105.0
-28.9,-19.8,-110.3
-38.4,-12.7,-122.0
-43.8,-10.8,-125.0
-43.8,-10.8,-125.0
-43.7,-10.8,-124.9
-43.7,-10.7,-124.8
-32.4,-20.5,-108.1
-26.9,-22.7,-105.4
-31.4,-16.1,-116.8
-43.4,-10.9,-124.6
-43.8,-10.8,-124.5
-43.8,-10.7,-124.6
-43.7,-10.8,-124.3
-46.7,-15.6,-117.8
-30.0,-22.9,-105.0
-28.1,-20.4,-108.3
-34.2,-13.5,-119.4
-43.9,-10.6,-124.7
-43.9,-10.6,-124.4
-44.0,-10.4,-124.6
-43.8,-10.6,-124.2
-44.2,-16.7,-114.8
-28.3,-23.4,-104.2
-29.8,-18.5,-111.0
-38.9,-12.2,-121.3
-43.8,-10.5,-124.0
-43.9,-10.5,-124.1
-43.8,-10.5,-123.9
-43.7,-10.5,-123.9
-37.4,-18.7,-110.0
-26.8,-22.4,-104.7
-31.3,-15.7,-116.1
-43.0,-10.7,-124.1
-43.8,-10.5,-123.8
-43.8,-10.5,-123.7
-43.7,-10.5,-123.7
-46.9,-15.2,-117.3
-29.4,-23.0,-104.1
-28.0,-20.3,-107.3
-35.5,-13.0,-119.6
-43.5,-10.7,-123.7
-43.5,-10.5,-123.6
-43.5,-10.5,-123.5
-43.5,-10.5,-123.5
-40.4,-17.7,-111.6
-27.1,-23.2,-103.4
-30.1,-17.7,-111.6
-41.1,-11.1,-122.5
-43.9,-10.2,-123.3
-43.9,-10.2,-123.4
-43.8,-10.2,-123.2
-47.2,-14.3,-117.8
-29.3,-22.6,-103.7
-28.9,-19.5,-107.8
-34.9,-12.9,-118.6
-43.8,-10.2,-123.5
-43.8,-10.3,-123.1
-43.7,-10.3,-122.9
-43.6,-10.3,-122.9
-35.6,-19.0,-108.4
-26.1,-22.7,-103.4
-30.5,-16.3,-114.2
-42.4,-10.5,-123.2
-43.6,-10.2,-123.0
-43.6,-10.1,-123.0
-43.4,-10.2,-122.7
-45.8,-15.4,-115.4
-29.4,-22.3,-103.5
-28.0,-19.7,-106.9
-36.3,-12.4,-119.0
-43.5,-10.1,-122.9
-43.6,-9.9,-122.8
-43.4,-10.1,-122.5
-43.4,-10.1,-122.5
-38.4,-17.9,-109.8
-26.0,-22.4,-102.9
-30.9,-15.1,-115.0
-43.5,-9.7,-123.2
-43.8,-9.7,-123.1
-43.7,-9.7,-122.9
-43.4,-10.0,-122.2
-45.9,-15.2,-115.2
-28.7,-22.7,-102.7
-27.7,-19.7,-106.2
-33.4,-12.9,-117.2
-43.6,-9.5,-122.8
-43.6,-9.6,-122.4
-43.7,-9.4,-122.6
-43.4,-9.7,-121.9
-34.6,-18.6,-107.1
-26.3,-21.3,-103.4
-30.7,-15.1,-114.0
-43.3,-9.6,-122.4
-43.7,-9.6,-121.9
-43.6,-9.5,-121.9
-43.5,-9.5,-121.8
-44.4,-15.4,-113.3
-29.0,-22.0,-102.5
-28.0,-18.7,-106.7
-39.5,-10.9,-119.4
-43.0,-9.4,-121.8
-43.0,-9.4,-121.8
-42.9,-9.4,-121.8
-43.0,-9.5,-121.6
-30.6,-19.9,-104.3
-25.9,-20.9,-103.7
-31.6,-13.2,-115.7
-42.9,-9.3,-121.9
-43.3,-9.1,-121.8
-43.2,-9.2,-121.6
-43.1,-9.2,-121.5
-36.5,-17.5,-107.8
-25.6,-21.7,-102.0
-30.1,-15.4,-112.3
-42.4,-9.3,-121.7
-43.6,-9.0,-121.4
-43.5,-9.0,-121.3
-43.5,-9.0,-121.3
-45.8,-11.4,-118.2
-29.8,-20.6,-102.6
-26.6,-19.9,-103.9
-35.1,-11.5,-117.1
-43.2,-8.9,-121.7
-43.1,-9.1,-121.2
-43.0,-9.0,-121.0
-43.0,-9.1,-121.0
-34.6,-18.1,-106.5
-25.4,-21.9,-101.5
-29.5,-15.9,-111.2
-39.9,-9.8,-119.9
-42.9,-9.0,-121.0
-42.9,-9.0,-121.0
-42.9,-9.0,-120.9
-42.8,-9.0,-120.8
-33.2,-18.4,-105.9
-25.2,-21.3,-102.0
-30.1,-14.7,-112.8
-41.6,-9.6,-120.9
-43.2,-8.9,-120.7
-43.3,-8.7,-121.0
-43.1,-8.9,-120.7
-45.5,-11.4,-117.4
-29.2,-20.8,-101.8
-27.0,-19.0,-104.6
-34.5,-11.6,-116.2
-43.1,-9.0,-120.5
-43.1,-9.0,-120.6
-43.1,-9.0,-120.4
-44.2,-10.3,-118.8
-28.8,-21.4,-101.3
-26.8,-19.5,-103.5
-32.1,-12.6,-114.4
-43.0,-8.9,-120.4
-43.3,-8.9,-120.2
-43.2,-8.9,-120.1
-43.2,-8.9,-120.0
-39.1,-16.4,-108.1
-26.1,-21.6,-100.4
-29.1,-16.5,-107.6
-40.3,-9.7,-118.5
-43.5,-8.7,-120.1
-43.5,-8.7,-120.0
-43.4,-8.6,-120.0
-43.4,-8.7,-119.9
-32.5,-18.3,-104.2
-25.5,-20.7,-101.1
-31.6,-12.6,-113.6
-42.2,-8.7,-120.2
-42.9,-8.6,-119.9
-42.8,-8.5,-119.9
-42.7,-8.6,-119.7
-44.9,-13.9,-112.6
-27.6,-21.7,-100.5
-27.5,-17.6,-105.3
-37.5,-10.3,-116.9
-43.1,-8.5,-119.8
-43.2,-8.4,-119.7
-43.1,-8.4,-119.5
-43.0,-8.4,-119.5
-35.9,-16.9,-105.6
-25.4,-21.5,-99.9
-28.6,-16.4,-106.8
-39.8,-9.4,-118.0
-43.0,-8.5,-119.5
-43.0,-8.4,-119.5
-42.8,-8.5,-119.2
-42.8,-8.5,-119.2
-34.7,-17.4,-104.8
-24.7,-21.1,-100.0
-30.4,-13.6,-111.7
-42.0,-8.8,-119.1
-42.6,-8.7,-118.8
-42.6,-8.5,-119.0
-42.5,-8.7,-118.7
-45.6,-11.8,-114.6
-28.8,-20.1,-100.4
-25.3,-20.2,-101.0
-31.4,-12.4,-112.9
-42.6,-8.4,-119.2
-42.9,-8.3,-118.9
-42.8,-8.4,-118.7
-42.7,-8.3,-118.6
-38.5,-16.1,-106.7
-25.0,-21.6,-99.2
-28.9,-15.7,-107.8
-40.7,-9.2,-118.2
-42.7,-8.5,-118.7
-42.6,-8.5,-118.4
-42.6,-8.5,-118.3
-42.6,-8.6,-118.2
-29.5,-18.9,-101.8
-25.0,-20.1,-101.1
-30.5,-12.6,-112.6
-42.0,-8.4,-119.1
-42.1,-8.6,-118.6
-42.1,-8.6,-118.5
-42.1,-8.5,-118.4
-41.8,-15.0,-109.0
-25.7,-21.8,-99.2
-27.5,-16.7,-105.6
-39.6,-9.0,-117.6
-42.3,-8.3,-118.3
-42.3,-8.3,-118.4
-42.3,-8.3,-118.3
-42.6,-8.7,-117.8
-30.3,-18.4,-101.6
-24.7,-20.1,-100.2
-29.7,-13.5,-110.7
-41.7,-8.3,-118.4
-42.4,-8.3,-118.0
-42.4,-8.2,-118.0
-42.3,-8.2,-117.9
-45.1,-13.1,-111.8
-27.5,-21.2,-98.9
-26.7,-17.6,-103.3
-39.5,-9.1,-116.1
-42.6,-8.1,-117.8
-42.6,-7.9,-117.9
-42.4,-8.0,-117.6
-42.5,-8.2,-117.4
-28.6,-19.6,-99.3
-25.3,-19.4,-100.2
-31.9,-11.5,-112.3
-42.4,-8.1,-117.9
-42.5,-8.1,-117.7
-42.5,-7.9,-117.9
-42.3,-8.1,-117.5
-37.5,-16.0,-105.2
-25.3,-21.3,-98.2
-27.1,-16.6,-104.1
-38.7,-9.3,-115.4
-42.3,-7.9,-117.9
-42.2,-7.9,-117.7
-42.2,-7.8,-117.7
-42.0,-8.0,-117.4
-39.2,-15.2,-106.2
-24.7,-21.3,-98.0
-27.6,-15.7,-105.8
-40.3,-8.6,-117.1
-42.1,-7.9,-117.2
-42.0,-7.9,-117.2
-42.0,-7.8,-117.1
-42.1,-8.0,-116.9
-30.5,-18.0,-101.1
-23.8,-20.5,-98.5
-28.8,-13.5,-109.4
-40.8,-8.4,-117.1
-42.5,-7.6,-117.3
-42.5,-7.6,-117.2
-42.4,-7.7,-117.0
-42.9,-8.3,-116.3
-28.9,-18.8,-99.1
-25.4,-18.6,-99.8
-30.5,-11.7,-110.4
-42.3,-7.4,-117.2
-42.8,-7.5,-116.6
-42.8,-7.5,-116.7
-42.7,-7.5,-116.6
-45.5,-10.6,-112.6
-27.3,-20.1,-97.8
-25.6,-18.4,-99.8
-32.5,-10.6,-111.5
-42.4,-7.6,-116.6
-42.5,-7.5,-116.4
-42.4,-7.6,-116.2
-42.3,-7.5,-116.2
-41.4,-14.3,-106.3
-25.6,-21.0,-97.0
-27.9,-15.6,-104.0
-37.6,-9.2,-113.8
-42.4,-7.6,-116.2
-42.5,-7.4,-116.5
-42.3,-7.6,-116.2
-42.3,-7.6,-116.1
-30.1,-18.0,-99.3
-24.5,-19.4,-98.2
-30.4,-11.7,-109.9
-42.0,-7.6,-116.3
-42.1,-7.6,-116.1
-42.1,-7.5,-115.9
-42.0,-7.5,-115.9
-35.5,-16.1,-102.8
-24.8,-20.9,-97.1
-28.5,-15.4,-105.2
-39.6,-9.0,-114.6
-42.8,-7.8,-116.2
-42.8,-7.7,-116.3
-42.7,-7.7,-116.2
-42.7,-7.7,-116.2
-30.9,-17.8,-99.8
-24.3,-20.1,-97.5
-29.6,-13.3,-108.3
-41.8,-7.8,-116.4
-42.9,-7.5,-116.2
-42.8,-7.5,-116.1
-42.8,-7.5,-116.0
-45.5,-10.4,-112.2
-28.0,-19.6,-97.4
-25.6,-18.5,-99.1
-30.8,-11.6,-109.9
-42.8,-7.5,-116.5
-42.9,-7.5,-116.0
-42.8,-7.5,-115.9
-42.8,-7.5,-115.9
-35.9,-15.9,-102.5
-24.4,-20.5,-96.6
-29.3,-13.3,-107.8
-41.9,-7.5,-116.2
-42.8,-7.3,-115.8
-42.8,-7.3,-115.8
-42.7,-7.3,-115.7
-45.8,-11.4,-110.5
-28.0,-19.2,-97.1
-25.9,-17.7,-99.5
-31.7,-10.7,-110.2
-42.7,-7.0,-116.2
-42.8,-7.1,-115.7
-42.7,-7.3,-115.5
-42.6,-7.2,-115.5
-39.5,-14.4,-104.5
-25.0,-20.6,-96.3
-27.4,-15.7,-102.4
-39.3,-8.0,-114.2
-42.4,-7.2,-115.3
-42.4,-7.1,-115.4
-42.3,-7.2,-115.2
-42.2,-7.1,-115.2
-29.7,-17.6,-99.4
-24.3,-19.3,-97.3
-30.9,-10.8,-109.5
-42.0,-7.2,-115.3
