r,p,y
-2.6,2.2,-28.7
-12.0,7.1,-31.2
-12.2,7.3,-31.1
-12.1,7.3,-31.0
-12.1,7.3,-30.9
-3.9,-5.8,-25.3
13.5,-14.2,-23.4
4.2,-3.2,-26.3
-9.2,6.1,-30.5
-12.6,7.6,-30.9
-12.6,7.7,-30.9
-12.3,7.3,-30.6
-12.3,7.1,-30.6
8.5,-11.9,-24.2
15.8,-13.1,-24.3
0.6,0.5,-27.9
-10.3,6.5,-30.8
-11.6,7.0,-30.6
-11.7,7.4,-30.7
-11.4,7.0,-30.5
-14.2,0.9,-28.0
10.3,-13.0,-22.6
9.5,-9.9,-23.7
-0.7,1.2,-27.7
-11.7,7.2,-30.6
-11.9,7.1,-30.4
-12.0,7.5,-30.6
-11.7,7.0,-30.3
-7.3,-4.2,-25.3
20.2,-16.2,-23.8
9.7,-7.3,-25.3
-5.3,3.8,-28.9
-11.7,7.2,-30.3
-11.7,7.3,-30.3
-11.6,7.3,-30.2
-13.8,2.4,-28.3
12.1,-13.6,-23.7
15.8,-13.2,-23.9
1.8,0.0,-27.1
-10.8,6.5,-29.9
-11.3,6.9,-30.0
-11.2,6.9,-29.9
-11.2,6.9,-29.8
-8.7,-3.6,-25.2
12.6,-14.5,-22.5
7.9,-7.5,-23.7
-6.2,4.1,-28.3
-11.9,6.9,-29.7
-11.9,7.0,-29.7
-11.8,7.0,-29.6
-11.7,7.1,-29.6
-2.8,-6.2,-24.0
13.9,-14.6,-22.3
6.4,-5.1,-24.3
-7.7,5.6,-29.0
-11.3,7.0,-29.5
-11.4,7.2,-29.5
-11.3,7.1,-29.3
-11.3,7.1,-29.4
5.9,-10.5,-23.6
19.4,-15.2,-23.5
7.6,-3.6,-25.4
-8.4,5.9,-29.5
-10.7,6.8,-29.3
-10.8,7.0,-29.3
-10.6,6.8,-29.2
-11.6,5.0,-28.4
11.0,-13.2,-21.5
9.2,-9.1,-22.8
-1.6,2.0,-26.7
-11.4,7.0,-29.1
-11.5,7.1,-29.0
-11.3,7.0,-28.8
-11.3,7.0,-28.8
4.2,-9.8,-22.5
13.7,-13.4,-21.8
0.6,0.2,-26.1
-11.1,7.0,-29.0
-11.8,7.1,-28.9
-11.7,7.2,-28.8
-11.5,6.9,-28.6
-2.2,-6.8,-22.9
13.7,-14.0,-21.5
1.4,-0.8,-25.5
-10.9,6.7,-28.6
-11.6,6.8,-28.5
-11.6,7.1,-28.5
-11.4,6.8,-28.3
-13.5,0.7,-26.0
10.9,-14.0,-20.9
9.9,-10.5,-21.7
-2.8,2.2,-26.1
-11.2,6.5,-28.4
-11.3,6.7,-28.3
-11.3,6.8,-28.3
-11.0,6.5,-28.1
-3.3,-6.4,-22.7
14.1,-15.2,-21.0
5.5,-4.1,-23.6
-8.5,5.4,-28.1
-10.6,6.5,-28.1
-10.7,6.7,-28.1
-10.5,6.5,-27.9
-12.7,2.0,-26.2
10.2,-13.2,-20.5
12.3,-12.5,-21.2
1.0,0.0,-25.2
-10.5,6.7,-28.0
-10.9,6.8,-27.8
-10.8,6.7,-27.7
-10.7,6.8,-27.6
-3.9,-5.8,-22.5
19.3,-16.1,-21.9
11.2,-8.2,-22.8
-6.1,4.3,-26.5
-10.6,6.6,-27.4
-10.7,6.8,-27.5
-10.5,6.7,-27.4
-10.5,6.6,-27.4
8.2,-11.7,-21.5
17.6,-14.2,-21.3
4.2,-0.5,-24.4
-8.6,6.4,-27.7
-10.6,7.0,-27.4
-10.6,7.1,-27.3
-10.4,6.9,-27.2
-12.7,2.0,-25.3
15.1,-15.0,-21.5
14.6,-12.1,-21.6
1.2,0.7,-24.7
-9.7,6.3,-27.0
-10.2,6.6,-27.0
-10.1,6.6,-26.9
-10.0,6.7,-26.8
-3.7,-5.7,-21.6
15.9,-15.3,-20.0
8.4,-6.5,-21.6
-6.3,4.9,-26.2
-10.3,6.7,-26.8
-10.3,6.8,-26.8
-10.2,6.7,-26.7
-10.2,6.7,-26.6
10.3,-13.0,-20.0
13.3,-13.1,-20.1
4.4,-2.1,-23.6
-8.1,5.5,-26.8
-10.1,6.5,-26.5
-10.1,6.5,-26.5
-10.0,6.5,-26.4
-12.0,2.3,-24.8
15.9,-15.4,-20.6
13.8,-11.1,-21.0
-3.3,2.5,-24.7
-9.6,6.3,-26.3
-9.8,6.5,-26.3
-9.8,6.5,-26.2
-9.7,6.6,-26.1
0.3,-7.7,-20.7
15.7,-15.0,-19.4
7.5,-5.2,-21.4
-7.3,5.0,-25.9
-10.6,6.5,-26.0
-10.7,6.7,-26.1
-10.5,6.5,-26.0
-12.1,2.8,-24.6
11.6,-13.9,-18.9
11.0,-10.7,-19.7
-1.0,1.7,-23.8
-10.1,6.5,-26.2
-10.3,6.4,-26.0
-10.3,6.6,-26.0
-10.2,6.4,-25.8
-7.9,-3.7,-21.7
15.9,-15.7,-19.1
8.7,-7.3,-20.4
-4.2,3.3,-24.4
-10.4,6.7,-25.9
-10.4,6.5,-25.7
-10.3,6.6,-25.6
-10.1,6.4,-25.5
4.3,-9.7,-20.2
19.7,-15.5,-19.9
8.2,-3.9,-21.8
-7.3,5.5,-25.7
-10.0,6.5,-25.4
-10.0,6.6,-25.5
-9.9,6.6,-25.3
-11.5,2.9,-24.0
11.9,-13.5,-19.6
16.3,-13.3,-19.9
1.7,-0.1,-22.8
-8.5,5.8,-25.5
-9.6,6.2,-25.3
-9.7,6.3,-25.3
-9.5,6.2,-25.1
-8.1,-3.5,-21.4
21.1,-17.0,-19.8
12.2,-8.2,-20.7
-1.7,1.7,-23.4
-9.0,5.8,-25.0
-9.3,6.1,-25.0
-9.2,6.1,-24.9
-9.2,6.2,-24.9
-6.7,-4.5,-20.7
20.3,-17.0,-18.9
10.4,-7.4,-20.5
-4.0,2.6,-23.4
-9.4,5.9,-24.8
-9.5,6.2,-24.8
-9.4,6.1,-24.7
-9.4,6.2,-24.7
-1.4,-7.0,-19.6
22.4,-17.1,-19.0
10.5,-7.1,-20.4
-3.9,2.9,-23.3
-9.3,6.1,-24.5
-9.4,6.4,-24.5
-9.3,6.4,-24.4
-9.3,6.4,-24.4
7.1,-10.9,-19.2
19.7,-15.4,-19.1
8.2,-3.5,-21.0
-6.7,5.4,-24.5
-9.1,6.2,-24.3
-9.1,6.3,-24.3
-8.9,6.2,-24.1
-9.9,4.2,-23.4
16.2,-15.5,-18.0
13.2,-10.9,-18.6
-2.1,2.0,-22.3
-9.2,6.4,-24.1
-9.6,6.6,-23.9
-9.4,6.5,-23.8
-9.3,6.5,-23.8
-1.7,-6.8,-18.5
15.9,-15.2,-17.3
7.1,-4.8,-19.4
-8.0,5.7,-23.9
-9.2,6.0,-23.6
-9.4,6.6,-23.7
-9.0,6.0,-23.4
-10.6,2.5,-22.1
14.1,-14.7,-16.8
12.1,-10.8,-17.6
-0.3,1.7,-21.5
-8.6,6.1,-23.6
-8.8,6.1,-23.4
-8.8,6.1,-23.4
-8.7,6.1,-23.3
-9.6,-1.6,-20.7
14.3,-15.3,-17.4
9.5,-6.9,-18.6
-5.0,4.1,-22.7
-9.3,6.5,-23.6
-9.4,6.8,-23.7
-9.2,6.4,-23.5
-10.2,3.8,-22.6
12.7,-14.0,-16.7
12.4,-11.2,-17.6
0.4,1.3,-21.4
-9.2,6.2,-23.3
-9.3,6.4,-23.4
-9.2,6.4,-23.4
-9.1,6.2,-23.3
-0.7,-7.2,-18.1
16.6,-15.5,-16.8
7.5,-4.7,-19.2
-7.1,5.3,-23.4
-9.1,6.2,-23.1
-9.1,6.3,-23.1
-9.0,6.2,-23.0
-9.1,6.0,-23.0
9.9,-12.7,-16.6
13.5,-12.7,-16.9
4.2,-1.6,-20.3
-7.8,5.6,-23.1
-9.0,6.0,-22.9
-9.2,6.4,-22.9
-8.9,6.0,-22.7
-9.9,3.7,-21.9
12.3,-14.3,-15.9
12.4,-11.5,-16.8
2.4,-0.1,-20.4
-8.7,5.9,-22.7
-9.0,6.0,-22.6
-9.0,6.1,-22.6
-8.9,6.0,-22.5
-7.5,-3.6,-18.9
15.3,-15.4,-16.1
9.2,-6.6,-17.8
-4.2,3.3,-21.4
-8.4,5.7,-22.3
-8.5,5.8,-22.4
-8.4,5.7,-22.3
-8.3,5.7,-22.3
4.1,-9.9,-17.1
16.8,-15.4,-16.1
8.1,-4.9,-18.5
-4.9,4.4,-21.9
-8.8,5.9,-22.2
-8.8,5.9,-22.1
-8.7,6.0,-22.0
-5.0,-5.1,-17.6
16.5,-16.1,-15.8
9.6,-7.3,-17.1
-4.7,3.9,-21.2
-8.5,5.5,-21.8
-8.7,5.9,-21.9
-8.4,5.5,-21.7
-8.6,5.0,-21.6
12.5,-14.2,-15.3
14.6,-14.1,-15.7
4.4,-1.5,-19.2
-7.6,5.4,-21.9
-8.1,5.4,-21.7
-8.1,5.5,-21.6
-8.0,5.4,-21.5
-6.6,-4.4,-18.0
17.0,-16.8,-15.5
10.7,-8.3,-16.6
-2.1,2.2,-20.2
-8.3,5.4,-21.4
-8.5,5.9,-21.5
-8.5,5.9,-21.4
-8.2,5.6,-21.3
-5.0,-5.3,-17.0
16.4,-16.4,-15.2
11.2,-9.1,-16.0
-0.6,1.6,-19.6
-8.6,5.7,-21.2
-8.7,5.8,-21.1
-8.5,5.6,-21.0
-8.4,5.6,-20.9
3.6,-9.3,-15.9
17.2,-15.9,-14.8
7.1,-4.1,-17.5
-6.2,4.8,-21.0
-8.4,5.9,-21.0
-8.5,6.4,-21.1
-8.1,5.7,-20.7
-10.2,0.8,-19.2
14.6,-15.3,-14.4
13.1,-11.2,-15.3
0.6,1.2,-19.0
-8.2,5.7,-20.8
-8.3,5.8,-20.6
-8.2,5.8,-20.6
-8.1,5.8,-20.5
6.3,-10.8,-15.3
16.5,-15.4,-14.5
6.7,-3.6,-17.4
-6.3,4.8,-20.8
-8.4,5.8,-20.4
-8.4,5.8,-20.4
-8.3,5.8,-20.3
-6.9,-3.7,-16.9
15.4,-15.7,-14.3
12.1,-10.1,-14.9
-0.5,1.7,-18.6
-8.0,5.5,-20.2
-8.1,5.6,-20.2
-7.9,5.5,-20.0
-7.9,5.6,-20.0
4.5,-10.1,-15.1
17.3,-15.8,-14.1
7.0,-4.1,-16.8
-5.6,4.3,-20.1
-7.7,5.4,-19.9
-7.7,5.4,-19.9
-7.6,5.4,-19.8
-8.7,2.9,-18.9
19.1,-17.0,-15.1
16.8,-13.2,-15.0
2.0,-0.3,-17.7
-7.2,4.9,-19.7
-7.6,5.2,-19.7
-7.6,5.2,-19.6
-7.5,5.2,-19.6
-7.4,-3.9,-16.4
18.0,-17.0,-13.5
10.7,-7.8,-14.8
-3.0,2.6,-18.3
-7.5,5.2,-19.3
-7.6,5.2,-19.4
-7.4,5.2,-19.2
-7.5,5.1,-19.2
10.5,-13.4,-13.5
14.8,-13.3,-13.7
4.8,-1.7,-16.9
-6.6,5.1,-19.4
-7.5,5.2,-19.1
-7.4,5.2,-19.0
-7.4,5.2,-19.0
-1.5,-7.3,-14.5
17.0,-17.0,-13.4
11.3,-8.4,-14.3
-3.4,3.1,-18.2
-7.5,5.1,-18.8
-7.6,5.3,-18.8
-7.4,5.1,-18.7
-7.4,5.1,-18.7
11.8,-14.3,-12.6
16.3,-14.9,-12.9
3.8,-1.0,-16.5
-7.4,5.2,-18.7
-7.6,5.2,-18.5
-7.4,5.1,-18.4
-7.4,5.2,-18.4
5.2,-10.4,-13.5
17.8,-16.3,-12.7
9.4,-6.0,-14.7
-5.5,4.3,-18.3
-7.6,5.3,-18.0
-7.6,5.3,-17.9
-7.4,5.2,-17.8
2.3,-9.0,-13.1
17.7,-17.0,-12.1
10.1,-6.8,-13.7
-3.4,3.3,-17.2
-7.2,5.0,-17.8
-7.2,5.1,-17.7
-7.2,5.1,-17.7
-6.9,4.9,-17.6
-0.9,-7.7,-13.2
18.1,-17.0,-11.9
11.4,-8.3,-13.1
-3.2,3.3,-17.0
-7.0,4.9,-17.6
-7.2,5.3,-17.6
-6.9,4.9,-17.4
-6.8,4.9,-17.4
8.2,-12.1,-12.2
16.3,-14.9,-11.9
6.8,-3.3,-15.0
-6.1,4.9,-17.6
-6.7,4.9,-17.3
-6.8,5.2,-17.4
-6.6,4.8,-17.2
-4.6,-5.5,-13.6
17.7,-17.4,-11.8
13.2,-10.4,-12.3
-0.9,1.9,-16.0
-7.1,5.1,-17.3
-7.0,5.0,-17.1
-6.9,4.9,-17.0
-6.9,4.5,-16.9
12.4,-14.5,-10.9
14.5,-13.0,-11.6
1.2,0.7,-15.3
-7.0,5.0,-17.1
-6.9,4.8,-16.8
-7.0,5.0,-16.9
-6.8,4.7,-16.7
-6.1,-4.5,-13.6
18.4,-17.5,-11.2
12.3,-9.5,-12.0
0.6,1.0,-15.2
-6.9,5.2,-16.9
-6.6,4.7,-16.6
-6.6,4.7,-16.5
-6.5,4.7,-16.5
2.3,-9.4,-11.8
19.2,-17.2,-10.9
9.9,-6.0,-13.0
-5.4,4.3,-16.7
-6.8,4.8,-16.4
-6.7,4.8,-16.3
-6.6,4.8,-16.3
-6.5,-4.0,-13.4
15.1,-16.7,-10.6
15.0,-13.1,-11.0
3.0,-0.4,-14.3
-6.6,4.9,-16.4
-6.5,4.7,-16.1
-6.6,4.8,-16.1
-6.3,4.5,-15.9
-1.6,-7.3,-11.8
18.9,-17.5,-10.4
11.8,-8.3,-11.6
-2.5,2.9,-15.4
-6.0,4.4,-15.7
-6.1,4.5,-15.7
-5.9,4.4,-15.6
-5.9,4.4,-15.6
9.8,-13.1,-10.5
17.8,-16.3,-10.3
6.2,-2.8,-13.4
-5.0,4.0,-15.8
-5.7,4.1,-15.5
-5.9,4.5,-15.6
-5.6,4.0,-15.3
-3.3,-6.6,-11.9
18.0,-18.0,-10.1
12.5,-9.1,-11.1
-0.6,1.4,-14.3
-6.2,4.4,-15.4
-6.2,4.5,-15.2
-6.0,4.2,-15.0
-7.8,0.2,-13.9
14.5,-16.4,-9.4
16.2,-14.5,-9.9
4.8,-1.8,-13.0
-6.0,4.6,-15.1
-5.9,4.3,-14.9
-6.0,4.5,-14.9
-5.7,4.2,-14.7
2.8,-9.7,-10.4
18.9,-17.6,-9.4
11.3,-8.0,-10.8
-2.4,2.6,-14.3
-5.5,3.7,-14.6
-5.8,4.4,-14.8
-5.7,4.3,-14.7
-5.3,3.8,-14.4
7.4,-12.0,-9.4
19.0,-16.9,-8.9
8.3,-4.7,-11.4
-4.8,4.1,-14.3
-5.4,4.0,-14.1
-5.6,4.5,-14.2
-5.3,3.9,-13.9
-7.4,-2.0,-12.2
14.8,-16.5,-8.4
15.5,-13.3,-9.1
3.0,-0.3,-12.2
-5.8,4.8,-14.1
-5.6,4.4,-13.8
-5.5,4.4,-13.8
-5.3,4.0,-13.6
-0.3,-8.1,-9.7
19.2,-18.1,-8.6
10.8,-6.9,-10.3
-4.4,3.9,-14.0
-5.4,4.0,-13.6
-5.4,4.1,-13.6
-5.2,3.9,-13.5
-7.5,-1.2,-12.0
15.9,-17.3,-8.3
13.9,-10.9,-9.0
2.6,-0.2,-11.9
-5.3,4.1,-13.5
-5.2,4.1,-13.3
-5.2,4.1,-13.3
-5.0,3.9,-13.2
1.7,-9.0,-9.0
20.4,-18.0,-8.1
9.9,-5.9,-10.2
-3.1,3.0,-13.3
-5.0,3.8,-13.0
-5.2,4.4,-13.2
-5.0,3.8,-13.0
-5.4,2.9,-12.8
15.5,-17.2,-7.7
15.7,-13.2,-8.4
5.1,-1.6,-11.3
-5.2,4.0,-13.1
-5.4,4.1,-13.0
-5.3,4.1,-12.9
-5.2,4.0,-12.8
4.9,-10.8,-8.3
19.6,-18.2,-7.6
12.1,-8.0,-9.1
-1.2,1.8,-12.1
-5.3,4.0,-12.6
-5.4,4.2,-12.7
-5.2,4.0,-12.5
-5.2,3.9,-12.5
11.1,-14.0,-7.1
17.9,-16.0,-7.5
8.9,-4.8,-10.3
-4.1,3.7,-12.8
-5.0,3.8,-12.5
-5.1,3.9,-12.5
-4.9,3.8,-12.4
-6.3,-3.6,-10.4
17.6,-18.5,-7.2
14.5,-12.0,-8.0
1.4,0.2,-11.1
-5.0,3.8,-12.2
-5.1,3.9,-12.2
-5.0,3.8,-12.0
-4.9,3.8,-12.0
4.7,-10.8,-7.5
19.0,-17.9,-6.6
11.8,-8.3,-8.4
-2.4,2.6,-12.1
-4.7,3.4,-12.0
-4.9,3.9,-12.1
-4.6,3.4,-11.8
-6.8,-2.4,-10.2
14.6,-16.9,-6.4
17.0,-15.3,-6.8
6.6,-2.5,-9.9
-4.4,3.6,-11.9
-4.6,3.7,-11.7
-4.5,3.6,-11.6
-4.4,3.6,-11.6
7.5,-12.2,-7.0
20.1,-18.1,-6.7
11.5,-7.6,-8.3
-2.9,2.7,-11.9
-4.6,3.4,-11.5
-4.7,3.6,-11.5
-4.5,3.3,-11.3
-4.5,3.4,-11.3
11.2,-14.3,-6.2
17.5,-16.0,-6.5
4.9,-1.7,-9.7
-4.5,3.4,-11.5
-4.7,3.3,-11.4
-4.7,3.4,-11.4
-4.6,3.2,-11.2
-4.7,-5.5,-8.8
15.3,-17.9,-5.6
15.3,-14.2,-6.0
4.5,-1.1,-9.6
-4.5,3.4,-11.4
-4.4,3.4,-11.2
-4.6,3.9,-11.3
-4.1,2.8,-10.9
-0.6,-8.5,-7.4
18.2,-18.2,-5.3
11.2,-7.7,-7.8
-3.7,3.0,-11.1
-4.4,2.9,-10.8
-4.6,3.5,-10.9
-4.3,2.9,-10.7
-4.9,1.5,-10.3
13.5,-16.8,-4.7
14.9,-14.7,-5.2
5.1,-1.6,-9.0
-4.5,3.0,-10.8
-4.4,3.0,-10.6
-4.6,3.6,-10.8
-4.1,2.7,-10.4
-2.0,-7.9,-7.2
18.5,-19.0,-5.0
12.5,-10.1,-6.4
0.2,0.6,-9.5
-4.0,2.6,-10.3
-4.2,3.1,-10.4
-4.1,2.9,-10.3
-3.9,2.7,-10.2
3.4,-10.7,-6.1
18.0,-18.6,-4.5
12.2,-9.2,-6.6
-1.5,1.9,-9.9
-4.3,3.0,-10.0
-4.4,3.3,-10.0
-4.2,3.0,-9.8
-4.2,2.8,-9.8
11.4,-14.4,-4.6
18.2,-17.1,-4.6
10.8,-6.2,-7.5
-2.6,2.5,-10.1
-4.4,3.2,-9.7
-4.5,3.4,-9.7
-4.2,3.1,-9.6
-4.4,2.6,-9.5
15.6,-17.6,-4.4
17.0,-14.7,-5.0
5.3,-1.8,-7.9
-4.0,3.2,-9.7
-4.0,3.0,-9.4
-3.9,3.0,-9.3
-3.8,2.9,-9.3
7.8,-12.8,-4.8
20.0,-18.0,-4.5
11.4,-6.9,-6.9
-2.6,2.4,-9.4
-4.0,2.8,-9.1
-4.0,3.0,-9.1
-3.8,2.8,-8.9
-3.9,2.6,-8.9
13.4,-16.2,-3.6
19.3,-17.8,-4.1
9.8,-5.3,-6.9
-3.4,2.7,-9.0
-4.0,2.7,-8.8
-3.9,2.7,-8.7
-3.9,2.7,-8.7
-3.5,-6.4,-6.2
18.2,-19.3,-4.0
14.9,-12.0,-4.7
0.0,1.1,-8.3
-3.3,2.4,-8.5
-3.4,2.6,-8.6
-3.2,2.5,-8.4
-3.2,2.4,-8.4
13.2,-15.8,-3.4
18.8,-17.1,-3.8
9.1,-4.3,-6.6
-3.2,3.0,-8.6
-3.7,2.9,-8.4
-3.8,3.1,-8.4
-3.4,2.4,-8.2
-0.9,-8.5,-5.0
18.6,-19.6,-3.6
15.6,-12.9,-4.2
1.3,-0.1,-7.3
-3.5,2.9,-8.4
-3.4,2.7,-8.2
-3.3,2.6,-8.1
-3.1,2.4,-8.0
10.5,-14.1,-3.4
21.2,-19.3,-3.4
12.4,-7.8,-5.4
-1.6,2.1,-8.2
-2.9,2.4,-7.8
-2.9,2.5,-7.8
-2.8,2.4,-7.6
2.0,-9.9,-4.2
19.9,-19.9,-3.3
16.6,-13.8,-3.7
3.6,-1.2,-6.5
-2.7,2.1,-7.5
-2.8,2.3,-7.5
-2.7,2.2,-7.4
-2.6,2.2,-7.3
6.3,-12.3,-3.4
20.3,-19.7,-2.5
13.3,-9.9,-4.2
-1.3,1.6,-7.6
-2.8,2.1,-7.3
-3.0,2.5,-7.3
-2.8,2.2,-7.2
-2.9,1.6,-7.0
15.8,-18.1,-1.8
17.3,-16.6,-2.0
8.5,-3.5,-5.3
-3.1,2.9,-7.4
-3.0,2.4,-7.1
-3.0,2.7,-7.1
-2.6,1.9,-6.9
4.1,-11.4,-3.1
19.6,-19.0,-1.6
11.8,-7.5,-4.5
-2.1,1.9,-7.1
-2.8,1.9,-6.8
-3.0,2.3,-6.8
-2.7,1.8,-6.7
-3.7,-6.3,-4.6
16.5,-19.0,-1.2
16.7,-16.1,-1.5
8.8,-4.2,-4.7
-2.8,1.9,-6.6
-2.8,1.9,-6.5
-3.0,2.5,-6.6
-2.4,1.6,-6.2
4.1,-11.4,-2.7
19.1,-19.8,-1.2
12.9,-9.7,-3.2
-1.0,1.1,-6.6
-2.6,1.7,-6.3
-2.8,2.2,-6.2
-2.5,1.6,-6.1
-4.1,-2.1,-5.1
15.3,-17.8,-0.8
17.4,-16.7,-1.0
10.1,-5.1,-4.1
-2.5,1.6,-6.0
-2.5,1.6,-5.8
-2.6,1.8,-5.8
-2.4,1.5,-5.7
1.9,-10.7,-2.4
18.6,-20.1,-0.6
14.1,-12.2,-1.8
0.9,-0.3,-4.9
-2.6,1.6,-5.6
-2.6,1.6,-5.6
-2.6,1.7,-5.5
-2.3,1.3,-5.4
10.4,-14.9,-0.9
18.4,-19.0,-0.2
11.0,-6.9,-3.4
-2.0,1.7,-5.6
-2.3,1.4,-5.4
-2.6,2.0,-5.4
-2.4,1.7,-5.4
-3.9,-2.1,-4.4
16.5,-19.0,-0.0
16.5,-15.4,-0.4
6.0,-2.5,-3.8
-2.6,2.2,-5.3
-2.5,2.2,-5.2
-2.4,2.0,-5.1
-2.0,1.3,-4.8
9.5,-14.3,-0.5
18.2,-19.3,0.2
11.1,-7.6,-2.9
-2.9,1.6,-5.2
-2.9,1.2,-5.0
-3.2,1.9,-5.2
-2.7,1.2,-4.9
-0.2,-9.7,-1.9
16.8,-20.0,0.4
15.0,-14.5,-0.2
3.9,-1.9,-3.7
-3.0,1.8,-5.1
-2.9,1.9,-5.0
-2.8,1.9,-5.0
-2.4,1.0,-4.6
11.7,-15.5,-0.0
20.2,-19.7,0.2
12.0,-7.8,-2.6
-1.9,1.4,-5.0
-2.9,1.6,-4.7
-3.0,2.1,-4.8
-2.7,1.7,-4.6
-4.9,-3.5,-3.4
16.0,-18.8,0.6
16.2,-14.8,0.1
4.9,-2.2,-3.2
-2.5,1.8,-4.6
-2.5,1.7,-4.4
-2.4,1.7,-4.4
-2.1,1.2,-4.2
4.0,-11.7,-0.7
19.4,-20.3,0.7
15.3,-13.2,-0.1
4.4,-1.9,-3.1
-2.1,1.5,-4.2
-2.1,1.5,-4.1
-2.1,1.7,-4.1
-1.8,1.0,-3.8
8.6,-14.1,0.3
19.5,-20.2,1.1
14.3,-11.3,-0.6
-0.5,0.4,-4.1
-1.9,0.9,-3.7
-2.1,1.3,-3.7
-1.9,1.1,-3.6
-1.9,0.8,-3.5
15.0,-17.9,1.3
17.5,-17.0,1.1
8.0,-3.9,-2.2
-2.1,1.3,-3.8
-1.9,0.9,-3.6
-2.1,1.5,-3.6
-1.8,0.9,-3.4
5.1,-12.3,0.1
21.3,-20.5,1.0
11.2,-6.1,-1.6
-1.2,1.2,-3.6
-1.8,1.1,-3.4
-1.9,1.4,-3.3
-1.6,0.7,-3.1
-1.0,-8.8,-0.8
20.0,-21.0,1.4
16.6,-14.9,1.1
4.5,-2.2,-2.1
-2.0,1.2,-3.2
-1.9,0.9,-3.0
-2.0,1.5,-3.1
-1.6,0.7,-2.7
10.5,-15.2,1.4
19.9,-20.0,2.0
11.6,-6.7,-0.9
-1.3,0.9,-2.9
-1.5,0.6,-2.7
-1.6,1.0,-2.7
-1.4,0.6,-2.6
5.3,-12.8,0.8
20.2,-20.8,2.1
14.2,-10.7,0.1
-0.8,0.6,-2.8
-1.7,0.6,-2.5
-1.9,1.2,-2.6
-1.7,0.9,-2.5
-1.5,0.4,-2.3
14.7,-17.8,2.3
18.9,-18.8,2.4
8.5,-4.5,-0.8
-1.7,0.9,-2.4
-1.7,0.8,-2.2
-1.9,1.2,-2.3
-1.5,0.5,-2.0
3.9,-12.1,1.1
20.1,-21.0,2.6
14.3,-11.4,0.9
1.4,-0.7,-1.6
-1.9,1.1,-2.1
-1.8,1.0,-2.0
-1.6,0.7,-1.9
-1.4,0.4,-1.8
12.0,-16.2,2.5
18.7,-18.9,3.0
11.1,-6.5,-0.1
-1.6,1.1,-2.0
-1.7,1.2,-1.9
-1.8,1.4,-1.9
-1.3,0.3,-1.7
6.9,-13.6,1.9
20.0,-21.0,3.2
13.7,-10.4,1.0
0.6,-0.5,-1.5
-1.5,0.6,-1.6
-1.7,1.2,-1.6
-1.4,0.7,-1.5
-1.1,-0.2,-1.2
15.1,-18.5,3.7
18.9,-18.6,3.6
11.4,-6.9,0.6
-0.7,0.7,-1.4
-1.2,0.9,-1.3
-1.3,1.4,-1.3
-0.9,0.5,-1.1
-3.2,-5.7,0.2
19.3,-20.8,3.3
17.3,-15.0,3.0
6.2,-2.6,0.1
-0.8,1.3,-1.3
-0.9,1.5,-1.3
-0.7,1.1,-1.2
-0.3,0.1,-0.8
12.7,-16.6,3.5
20.3,-19.0,3.7
11.3,-5.9,0.9
-0.9,1.1,-1.1
-1.0,1.2,-1.0
-1.0,1.3,-1.0
-0.5,0.1,-0.6
1.8,-10.8,2.2
19.6,-21.2,4.0
15.9,-13.2,2.8
1.5,-0.7,-0.6
-0.5,0.2,-0.5
-0.5,0.3,-0.4
-0.6,0.5,-0.4
-0.4,-0.0,-0.2
12.4,-16.4,3.8
20.1,-19.6,4.2
13.5,-8.1,1.4
0.5,-0.1,-0.6
-0.5,-0.1,-0.1
-0.8,0.6,-0.3
-0.5,-0.1,-0.1
-2.1,-7.2,1.3
18.6,-21.0,4.5
18.5,-17.2,4.0
10.5,-5.6,1.5
-0.6,0.1,-0.0
-0.7,0.1,0.1
-0.8,0.5,0.0
-0.4,-0.2,0.3
4.5,-12.9,3.3
20.6,-21.5,4.9
13.4,-8.9,2.2
-0.5,0.1,0.3
-0.5,-0.2,0.4
-0.7,0.4,0.3
-0.3,-0.4,0.7
6.1,-13.6,3.7
21.1,-21.8,5.0
16.1,-13.1,3.6
3.7,-2.4,1.4
-0.5,-0.2,0.7
-0.5,-0.1,0.8
-0.3,-0.3,0.9
-0.8,-1.5,1.0
16.3,-19.1,5.1
20.2,-20.1,5.1
11.7,-7.0,2.5
-0.3,-0.4,0.9
-0.4,-0.3,1.0
-0.6,0.2,0.9
-0.1,-0.6,1.2
12.0,-16.7,5.0
20.5,-20.5,5.6
13.8,-9.4,2.9
-0.2,-0.2,1.1
-0.4,-0.4,1.2
-0.6,0.0,1.2
-0.2,-0.7,1.5
10.0,-16.0,5.1
21.1,-21.9,5.8
14.3,-10.5,3.6
0.1,-0.2,1.3
-0.3,-0.3,1.5
-0.3,-0.1,1.5
0.0,-0.8,1.7
-1.5,-8.1,3.0
19.6,-22.1,6.0
18.5,-17.5,5.7
8.2,-4.8,2.9
-0.2,-0.5,1.7
-0.1,-0.7,1.9
-0.2,-0.6,1.9
-0.0,-0.8,2.0
8.9,-15.3,5.4
21.1,-22.4,6.3
15.5,-12.5,4.6
1.9,-1.7,2.0
0.1,-0.8,2.1
-0.0,-0.4,2.1
0.2,-0.9,2.2
-1.4,-4.4,3.0
18.0,-20.6,6.8
20.4,-20.3,6.7
12.8,-7.7,4.0
0.7,-0.3,2.2
0.3,-0.6,2.4
0.0,0.2,2.3
